,noteUrl,nnn,publishAt,body
90,https://note.com/rochefort10/n/n35133171e1ca,ソフトウェア開発201の鉄則  原理172: 管理: プロジェクトの事後検討会（反省会）を実施せよ,2020-03-08T23:33:50+09:00,"要旨* プロジェクトには必ず問題（課題）がある
* プロジェクト終了後に、事後検討会を必ずやりなさい
* 目的は、期間中に起きた問題=うまくいかなかったことを分析しそこから学びを得ること
* この活動は、必ず将来のプロジェクトに多大な恩恵をもたらす

解説いわゆる「振り返り」のこと。今でこそ、ソフトウェア開発での区切りで振り返りをやるプロジェクトは多くなったが、その必要性を1990年代に出版された書籍で30年も前に唱えていたことになる。この書籍に凄さは、ここにある。

振り返"
91,https://note.com/rochefort10/n/na98f7fea5966,ソフトウェア開発201の鉄則  原理1:一般:品質第一,2020-03-08T22:15:25+09:00,"要旨* 品質は何よりも優先されるべきものである
* 品質は計測可能でなくてはならない
* 品質を上げる成果に対して報いるようなメカニズムが必須
* 品質を犠牲にして期限に間に合わせるようなことは絶対にあってはならない。品質が第一の必要条件

解説「品質第一」これが一番最初に来るのが示唆的と言える。201個の鉄則の中でも最重要なもの、と言っていい。

「品質」を定めるのは難しい。それは原則2 以降で述べられている。見方によってはなんでも、品質。ここでは、「顧客を最低限満足させる"
92,https://note.com/rochefort10/n/nc5009fa6e263,ソフトウェア開発201の鉄則  原則87:コーディング:トリックを使うな,2020-03-08T17:31:41+09:00,"要旨 * 知性をひけらかそうとして、小難しい「トリッキーな」コードを書くプログラマーが多い
* しかし、それは単なる自己満足にすぎない、何も賢くない、ばかげたことである
* なので、決して「トリッキーな」プログラムを作るな
* スマートさは、トリックを避けて「オーソドックスな」コードを書くことで示しなさい

解説人は誰しも、「自分を良く見せたい」「評価されたい」という自己肯定感、承認欲求というものを持っている。そのこと自体は、人が持つ欲求の一つなので何ら問題はない。ただ、その"
93,https://note.com/rochefort10/n/nb583f7918c7b,IoT : アニマルウェルフェア,2019-11-25T18:33:06+09:00,"一見、IoT ネタとは関係なさそうだけど、畜産業はIoTの「超」有力なユースケース。IoT技術で対応したい課題のひとつ「アニマルウェルフェア」について。

アニマルウェルフェアとは

直訳すると「動物福祉」。人類の有史以来お世話になっている家畜が、より健康的に、「らしく」生活ができるようにする畜産の在り方のこと。ここに詳しい。

具体的には？

ケージ飼育されている鶏を、放し飼いにして繋がれている牛や羊を放牧して動きの自由を与える、といったもの。自分の体の幅ほどしかないケージ"
94,https://note.com/rochefort10/n/nc372c21bfa57,「脳」面白いな〜,2019-11-24T18:44:11+09:00,"だいぶ前から知ってはいた「なんとか効果」。その「なんとか」をど忘れして調べたついでの備忘録。

プラシーボ効果有効成分がないはずの薬を「効く」と思いながら服薬すると、所望の症状の改善が見られること。「偽薬効果」ともいうらしい。脳が痛みを感じるときに分泌される「エンドルフィン」という物質が、薬を効くと思っている患者にはより多く分泌されることが実験でわかっているとのこと。

逆に、「副作用があるかも」と思いながら薬を投与すると、実際にその懸念していた副作用が現れやすい、というのは"
95,https://note.com/rochefort10/n/n80042ff5b430,IoT : 2020年にIoT活用で恩恵を受ける産業,2019-11-22T12:40:34+09:00,"""OpenGeekLab"" の記事をまとめる。

元記事

導入

・IoT は、コスト削減、新しい利益をもたらす構造、プロセス改善、新しいユーザ体験、またこれらすべてをもたらしてくれるものである。

・この記事では、IoT活用で大きな利益を得る7つの産業を、IoTとは何か、と、IoT ソフトウェアの適切な導入方法と合わせて記述する。

IoT とは

・IoTは、「物理的にインターネットに接続されたデバイス同市のネットワーク（集合体）で、それぞれがデータとして持つ情報の収集"
96,https://note.com/rochefort10/n/n8f49bb77b73f,IoT : 2020年にむけての5つの予想,2019-11-21T21:00:10+09:00,"Forresterというリサーチ会社が公開した、2020年にIoT世界で起こる5つの予測を軽くまとめてみる。

元記事導入・想定読者は、IoT を取り入れてビジネスを加速することを計画している会社のCIO (Chief Information Officer).

・2020年は、多くの、より広いユースケースや応用が我々の生活に浸透する、IoTにとってとても大事な年になる。

・IoTのデバイスは、産業分野にとどまらず消費者（一般ユーザ）にも多くの有用な情報をもたらすものとな"
97,https://note.com/rochefort10/n/n11c638b087eb,恕,2019-11-04T20:06:48+09:00,"子貢問曰「有一言而可以終身行之者乎。」
子曰 「其恕乎。己所不欲、勿施於人。」

「人生で、これさえ守っていれば良い、という一言の言葉はありますか」の問いに対して、孔子先生のお答えが「恕」。

この一言の意味をわかりやすくいうと、「思いやり」。

ネガティブな表現だと、「自分がされたくないことは人にはしてはならない」
ポシティブな表現だと「他を受け容れ、認め、許し、その気持を思いやり
自分のことと同じように人のことを考える」

人生にしても仕事にしても、最も大事なことであるの"
98,https://note.com/rochefort10/n/n294507fd1d11,[海外渡航・第24回] Hawaii / USA (2019年7月25日〜7月31日),2019-08-04T19:42:38+09:00,"結婚20周年を機に、結婚式を挙げたハワイに。もう一度式を挙げた大聖堂を訪れたいというのと、20年前には存在さえしなかった息子たちに外国を体験 させたい、というのが動機。

5泊7日、まぁ書ききれないくらい、言いたいことてんこ盛りだったのですが、旅行記みたいなのはまた別途として、差し当たり「素敵」３つと、「残念」３つ。

素敵！1. セント・アンドリュース教会 (St. Andrew's Cathedral)

ここで結婚式を挙げました。毎年様相が変化し、昔の跡形もないとタクシ"
99,https://note.com/rochefort10/n/n0cf96734aa2f,「ウェブエンジニア」を「エンジニア」と称することに対する違和感,2019-05-26T00:10:57+09:00,"Twitter は、一時的に自分を「IT系エンジニア」と称して、IT系やソフトウェアの動向をウォッチしている。

そこで見たのは、ほとんどが、ウェブ系のソフトウェアエンジニア。で、彼らは、その職業のことを「エンジニア」と称している。

で、、、

何度見ても、（主に）ウェブエンジニアのことを「エンジニア」と表記する投稿は違和感がある。「工学の知識やスキルを備え活躍する人」が「エンジニア」の定義。ウェブだけでなく、ソフトウェアだけでなく、IT だけでなく、機械、電気、電子、制御"
100,https://note.com/rochefort10/n/n952c0df2e627,Dockerのプロキシ設定,2019-04-29T11:59:25+09:00,"社内などのプロキシ環境内でDocker build を行うための設定についてです。情報が混在していて正しく動作させるのに苦労したので、qiita に投稿したのですが、何気ににお役にやっているようなので、ここでも共有しておきます。

https://qiita.com/rochefort8/items/82819b0160ee1273bf4d"
101,https://note.com/rochefort10/n/nefe36e9af38b,”PermissionDispatcher”でAndroidパーミッションをラクに実装！,2019-04-18T21:06:17+09:00,"Androidアプリにて、端末の様々な情報へのアクセスや機能の利用をユーザーに伝え、そのアクセスや機能の許可を促すための仕組み、「パーミッション」。

ストレージ、カメラ等にアクセスするアプリは、このパーミッション機能を必ず実装する必要があります。で、そのパーミッション機能、ベタで書いたら、案外コード量が多く複雑なものになりがちなのですが、""PermissionDispatcher"" というライブラリを使うと、カンタンに実装できることができます。
カメラ・外部ストレージ書き込"
102,https://note.com/rochefort10/n/nb62f495a5b07,[海外渡航・第23回] San Diego / U.S.A (2015年3月29日〜4月4日),2019-04-07T22:55:52+09:00,"何事も、やり続けるって大変ですね。note の投稿はその最たるものかもしれない。少しだけですが、書きます。

海外渡航の備忘録を日付が新しい順に作成中。今回は３年前の、巨大半導体ベンダーへの出張、３年ぶりの海外、そして10年ぶりの西海岸。

San Diego ってスポーツなら、MLBだとパドレス。NFAだとチャージャーズ。あまり強い印象ないですけど。

そして、地図で見るとわかりますが、20キロほど行くと、メキシコ。トムクルーズの映画「トップガン」のロケ地でも有名。

Pa"
103,https://note.com/rochefort10/n/n682839f74721,キャッシュレス・ワールド,2019-03-21T23:56:18+09:00,"各種支払いに現金を使わない「キャッシュレス決済」が徐々に生活の中に浸透してきている。クレジットカード、電子マネー、オンライン支払いに加え、今やだれでも持っているスマートフォンを使ったモバイル決済が普及の決定的な要因であるように思う。

日本は「キャッシュレス後進国」だ

こう断言するのは本当ははばかられるのだが、実際、スウェーデン、アジア各国に比べて、日本はキャッシュレスの浸透は「ゆっくり」だと聞く。それでも、2020年の東京オリンピックに向けて爆発的に広まるのは、きっと、間"
104,https://note.com/rochefort10/n/n78908aceddc9,AWS請求額5千ドル : アカウントのセキュリティ設定は「絶対に」端折るな,2019-03-12T18:17:47+09:00,"強力なクラウドコンピューティング環境、Amazon Web Service (通称AWS)。私も、個人でやっているスマホアプリやウェブサービスの開発で、力いっぱい利用している。

そのAWS のセキュリティ、特にアカウントのセキュリティの設定は「ぜーーーったいに」サボることなく、きちんとやりなさい、というお話です。

「むき出し」状態のアカウント取得直後AWS の強力でかつ豊富なコンピューティングサービス。これらは、メールアドレスとパスワードを登録するだけで利用できてしまう。"
105,https://note.com/rochefort10/n/n56ffa816174f,[海外渡航・第24回] San Diego / U.S.A (2016年1月27日〜1月31日),2019-03-09T21:05:27+09:00,"海外渡航の備忘録を新しい順に作成中。

2015年に引き続き、巨大半導体ベンダーに出張。先方エンジニアとのテクニカル・ディスカッションだったけど、準備不足もあって、稀に見るボロボロ状態（涙）

La Jolla (ラ・ホーヤ)サンディエゴの高級住宅地。そして観光地の一つ。海、絶景でした。

海岸に寝そべる無数のあしかの生で、獣匂すごかったですけど。

写真の海の向こうは日本です。多分w

Uber初体験:何もかもが便利だ公共交通機関が異様なくらい未発達な街。これがなかったら、"
